% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (1.281100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.279945870e+02 +8.279945870e+02 +9.561045870e+02 +9.561045870e+02 -4.1398e+00 -1.4567e+00 -2.2905e+00 -1.7563e+00 -2.2347e+00 +4.8958e+00 +2.2207e+00 -4.5756e+00 +2.2608e+00 -1.9273e+00 -1.5618e+00 +3.7679e+00 +4.5217e+00 -4.3228e+00 -2.0158e+00 -6.7531e-01 +1.6065e+00 +3.7766e+00 +2.5102e+00 -3.6437e+00
37 +5.768248264e+02 +5.768248264e+02 +7.049348264e+02 +7.049348264e+02 +3.9033e+00 -1.1061e+00 -3.2377e+00 -1.3309e+00 -3.2505e+00 +2.6767e+00 -1.0622e+00 -3.5132e-01 -2.2511e+00 +2.6110e+00 +9.5071e-01 +3.0157e+00 -4.4805e+00 -9.4279e-01 +1.2134e+00 +4.4168e+00 +2.8849e+00 -5.6547e-01 -1.7021e+00 -2.1884e+00
331 +3.580479396e+02 +3.580479396e+02 +4.861579396e+02 +4.861579396e+02 -2.5106e+00 +3.5596e+00 +3.2065e-01 -6.7161e-02 +2.5935e+00 -2.7195e+00 -1.8099e+00 -3.0384e-01 +1.0670e+00 -1.4237e+00 -3.6948e-01 +1.1746e-02 +1.2806e+00 -1.4664e+00 +3.0137e+00 +2.3238e+00 +8.8722e-01 +4.1496e+00 -6.7505e-02 -8.6019e-02
662 +2.401201970e+02 +2.401201970e+02 +3.682301970e+02 +3.682301970e+02 -3.6142e+00 +3.4110e-01 -6.7019e-01 +1.1606e+00 +4.8021e+00 +2.5575e-01 -1.4588e+00 -3.7507e+00 +0.0000e+00 +0.0000e+00 +3.2788e-01 -7.6093e-01 +1.1110e+00 -8.9390e-01 +2.5097e+00 +1.7983e+00 +2.7247e+00 +4.0353e+00 +1.5931e+00 -3.4791e-01
789 +1.563715911e+02 +1.563715911e+02 +2.844815911e+02 +2.844815911e+02 -2.5030e+00 +1.4796e+00 -2.5170e+00 -2.3016e+00 +2.9906e+00 -1.0714e+00 -1.0597e+00 -4.6372e+00 -8.7405e-01 -2.4281e-01 -2.3241e+00 +1.0651e+00 -1.3235e+00 +0.0000e+00 +3.2092e+00 +1.9250e+00 +2.4860e+00 +3.0168e+00 +1.1311e+00 +1.7811e-01
1753 +8.738278431e+01 +8.738278431e+01 +2.154927843e+02 +2.154927843e+02 -7.0879e-01 -4.2022e-02 -8.1900e-01 -1.6009e+00 +3.0007e+00 -6.7671e-01 -2.0583e+00 -4.6424e+00 -2.3081e+00 +2.1820e+00 -1.1149e-02 +2.3090e+00 -1.2308e+00 +1.0245e+00 +2.9056e+00 +1.9562e+00 +3.3781e+00 +3.3712e-01 +1.0312e+00 -1.0395e+00
2052 +6.206367623e+01 +6.206367623e+01 +1.901736762e+02 +1.901736762e+02 -1.6209e+00 +1.8671e+00 -2.2404e+00 -1.7981e+00 +5.0754e-01 +6.7544e-01 -9.0674e-01 -4.5384e+00 -1.6399e+00 +1.1011e+00 -8.8526e-01 +8.0622e-01 -2.6574e-01 +9.9457e-01 +2.2443e+00 +1.5988e+00 +3.1755e+00 +1.5306e+00 +2.7246e-01 -1.7548e+00
2195 +3.403366671e+01 +3.403366671e+01 +1.621436667e+02 +1.621436667e+02 -2.0783e+00 +1.7413e+00 -2.9459e+00 +1.6277e-01 +2.1344e+00 +5.5772e-04 -1.3459e+00 -4.9808e+00 -8.0760e-01 +2.4469e+00 -5.4703e-01 +1.3029e+00 -6.8238e-01 +1.3553e+00 +2.3040e+00 +1.4047e+00 +2.7345e+00 +5.5797e-01 +1.3724e+00 -1.1968e+00
3140 +2.397088745e+01 +2.397088745e+01 +1.520808874e+02 +1.520808874e+02 -2.6010e+00 +7.8953e-01 -2.0757e+00 +3.1720e-01 +2.2994e+00 -1.6996e-01 -1.6592e+00 -4.6622e+00 -4.9981e-01 +2.0839e+00 -6.1913e-01 +1.8047e+00 -8.1197e-01 +1.2610e+00 +2.2783e+00 +1.3292e+00 +3.2496e+00 +3.8976e-01 +1.1163e+00 -9.8447e-01
4634 +1.519498721e+01 +1.519498721e+01 +1.433049872e+02 +1.433049872e+02 -3.0690e+00 +3.7277e-01 -2.2193e+00 +3.4202e-01 +1.9528e+00 +2.7882e-01 -1.1574e+00 -4.6566e+00 -6.5511e-01 +1.4768e+00 +7.9480e-02 +1.8666e+00 -1.1119e+00 +1.5182e+00 +2.1320e+00 +1.6549e+00 +3.3919e+00 +3.4290e-01 +1.3461e+00 -5.2717e-01
% function evaluation | noise-free fitness - Fopt (-2.923500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.013433170e+03 +3.013433170e+03 +2.721083170e+03 +2.721083170e+03 -6.8679e-01 +3.6349e-01 -1.7011e+00 -3.3085e+00 -1.0884e+00 -8.3579e-01 -2.8662e+00 -1.6466e+00 +4.8958e+00 +2.2658e+00 +1.2078e+00 +8.3368e-02 -4.2780e+00 -7.7597e-02 -6.3661e-03 -7.4735e-01 -1.1241e+00 +3.6287e+00 +2.5912e+00 -2.4005e+00
2 +2.065349558e+03 +2.065349558e+03 +1.772999558e+03 +1.772999558e+03 +6.8586e-01 +4.6688e+00 -4.0785e+00 +2.2329e+00 -2.8508e+00 -2.5516e-01 +1.0115e+00 +3.6625e+00 +1.2478e+00 +9.1017e-01 +3.1382e+00 -3.8766e+00 -4.7253e+00 +3.7336e+00 -3.8765e+00 +1.4432e+00 +3.2046e+00 -2.0214e+00 -1.5216e+00 -4.0492e+00
4 +1.553436937e+03 +1.553436937e+03 +1.261086937e+03 +1.261086937e+03 +5.1468e-01 +4.2454e+00 +5.8487e-01 +4.3276e+00 -2.8040e+00 -2.7482e+00 -2.9333e+00 -3.1648e+00 -1.5617e+00 +2.9196e+00 +3.1613e+00 -1.3959e+00 +3.5476e+00 -6.2898e-01 -2.6144e+00 -4.7786e+00 -2.5921e+00 -1.1937e+00 -4.7171e+00 +8.2066e-01
20 +7.001860371e+02 +7.001860371e+02 +4.078360371e+02 +4.078360371e+02 -1.8901e-01 +3.1348e+00 -4.7800e-01 +4.7700e+00 +3.1735e+00 -3.8634e+00 -1.3582e+00 -4.5062e+00 -1.8627e+00 -3.5809e+00 +1.9899e+00 +1.3304e+00 +2.3529e+00 +3.9025e-03 -1.5271e+00 -2.1452e+00 +1.6575e+00 -7.0393e-01 +8.3615e-01 -3.6249e+00
131 +6.071473538e+02 +6.071473538e+02 +3.147973538e+02 +3.147973538e+02 -3.1031e+00 -3.3444e+00 +2.3521e+00 +2.4899e+00 +4.4291e-01 +2.7002e+00 -2.4780e+00 +3.2168e+00 +2.5044e-01 -1.3231e+00 -8.6064e-01 +3.7671e+00 -4.4031e+00 +2.7659e+00 -5.6494e-01 -3.4912e+00 -2.0354e+00 +1.1293e+00 +2.6642e+00 -2.8708e-01
238 +3.208110005e+02 +3.208110005e+02 +2.846100049e+01 +2.846100049e+01 +4.7344e-01 -3.0955e+00 -1.4325e+00 +5.0000e+00 +3.3109e+00 +7.4008e-01 -2.3555e+00 +3.1468e+00 -1.0125e+00 -1.5544e+00 -2.8392e+00 +5.0000e+00 -2.6981e+00 -9.0273e-01 +3.7296e+00 +3.3729e+00 +5.8109e-01 -2.7174e+00 +4.1452e-01 +6.4311e-02
704 +2.387500102e+02 +2.387500102e+02 -5.359998983e+01 -5.359998983e+01 +6.4353e-01 -5.0000e+00 +0.0000e+00 +3.2087e+00 +1.0782e+00 -2.0343e+00 -2.9522e+00 +3.3717e+00 -2.5972e+00 +0.0000e+00 -9.3971e-01 +3.8492e+00 +0.0000e+00 +2.3129e+00 -5.1820e-01 -7.2084e-01 +5.8015e-01 +0.0000e+00 +5.7340e-01 +2.6582e+00
1423 +1.314193078e+02 +1.314193078e+02 -1.609306922e+02 -1.609306922e+02 -1.8684e+00 -1.7354e+00 +1.2225e+00 +4.4617e+00 +1.6233e+00 -2.3502e+00 -3.9718e+00 +1.2171e+00 -1.1756e+00 -5.5028e-01 +1.9439e+00 +4.1882e+00 -1.4600e+00 +4.8409e+00 -1.9376e+00 +1.1282e-02 +1.1968e+00 +2.8242e+00 +2.0914e-01 +6.6568e-01
1979 +7.868342005e+01 +7.868342005e+01 -2.136665800e+02 -2.136665800e+02 -2.2179e+00 -1.4762e+00 +2.7527e+00 +3.6829e+00 +1.5063e+00 -9.5733e-01 -3.7402e+00 +3.3586e-02 -5.3841e-01 -2.0839e+00 +1.9804e+00 +2.0745e+00 -1.1483e+00 +3.7902e+00 -3.2189e+00 +1.2968e+00 +1.0097e+00 +3.5153e+00 +1.5982e+00 -3.2611e-01
2005 +5.453575616e+01 +5.453575616e+01 -2.378142438e+02 -2.378142438e+02 -2.2217e+00 -2.0432e+00 +1.8352e+00 +3.2271e+00 +1.4718e+00 -1.9021e+00 -3.4885e+00 -1.1256e-01 -2.5114e+00 -1.2787e+00 +2.8159e+00 +3.9896e+00 -4.4276e-01 +3.9526e+00 -2.9736e+00 -3.9366e-01 +1.2204e+00 +3.0253e+00 +3.4992e-01 -3.7946e-02
2998 +3.975812495e+01 +3.975812495e+01 -2.525918751e+02 -2.525918751e+02 -1.6511e+00 -2.0180e+00 +3.9971e-01 +1.9070e+00 +1.7186e+00 -1.3413e+00 -3.4607e+00 +1.1033e+00 +3.6033e-01 -1.3830e+00 +5.0000e+00 +3.2441e+00 +7.4663e-01 +3.5282e+00 -2.5154e+00 +4.8186e-01 +2.4421e+00 +2.9319e+00 +1.2448e+00 -3.8185e-01
3553 +2.307864979e+01 +2.307864979e+01 -2.692713502e+02 -2.692713502e+02 -1.6791e+00 -1.9184e+00 +1.4401e+00 +2.3302e+00 +1.1317e+00 -1.2013e+00 -3.7887e+00 -4.0982e-01 -1.2257e+00 -1.4944e+00 +3.2171e+00 +3.1882e+00 -1.8129e-01 +3.6696e+00 -2.4173e+00 +8.2466e-02 +1.1799e+00 +2.5936e+00 +1.3586e+00 +1.9190e-01
4238 +1.509349011e+01 +1.509349011e+01 -2.772565099e+02 -2.772565099e+02 -2.1570e+00 -1.6020e+00 +1.5189e+00 +2.5868e+00 +1.2738e+00 +3.3849e-01 -3.7695e+00 -6.0330e-01 -1.1575e+00 -1.3478e+00 +2.8987e+00 +3.4110e+00 -1.4210e-02 +3.0349e+00 -2.2482e+00 -7.6296e-03 +1.4586e+00 +2.5629e+00 +1.7806e+00 -1.1122e+00
% function evaluation | noise-free fitness - Fopt (3.110100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.585232294e+03 +4.585232294e+03 +4.896242294e+03 +4.896242294e+03 -4.2740e-01 -4.8825e+00 +4.8507e+00 -6.4025e-01 +1.8505e+00 -1.5568e+00 +4.6418e+00 +2.0314e+00 -2.8076e+00 -2.9957e+00 +4.2144e+00 +3.7070e+00 +3.2455e+00 +2.3135e+00 -4.4856e-03 -5.5758e-01 +4.1854e+00 +1.5138e+00 +4.3814e+00 +1.2463e+00
3 +1.233393587e+03 +1.233393587e+03 +1.544403587e+03 +1.544403587e+03 -2.3566e-02 -2.3620e+00 +2.4915e+00 +1.2436e+00 -2.1104e+00 -3.4815e+00 -2.8713e+00 -3.3407e+00 +3.7935e+00 +2.9110e+00 -4.6514e+00 -1.4919e+00 -3.2926e+00 -4.5674e+00 +2.1119e+00 +2.6640e+00 -2.5574e+00 +4.5990e+00 -2.2331e+00 -3.6685e+00
29 +9.580652797e+02 +9.580652797e+02 +1.269075280e+03 +1.269075280e+03 +6.5985e-01 -3.7785e+00 -9.0527e-01 -1.7801e+00 +2.3678e+00 -2.9669e+00 +4.0610e+00 -3.6462e+00 +3.7237e+00 -3.5377e+00 -2.7608e+00 -4.6483e+00 -4.4349e+00 +1.7746e+00 +1.3914e+00 -3.0663e+00 -1.3669e+00 +4.2864e+00 -4.3690e+00 -2.5205e+00
284 +5.711966578e+02 +5.711966578e+02 +8.822066578e+02 +8.822066578e+02 -9.8492e-03 -5.0000e+00 +1.1956e+00 +5.0000e+00 +5.0000e+00 -1.2199e+00 +4.4211e+00 -6.2453e-01 +3.5055e+00 -2.0939e+00 -3.9509e+00 -8.1442e-01 -3.4041e+00 +1.4022e+00 +2.5903e+00 +1.6496e+00 -2.3056e+00 +3.7296e-01 +1.6882e+00 +2.8459e+00
416 +3.838352558e+02 +3.838352558e+02 +6.948452558e+02 +6.948452558e+02 +1.5180e+00 -5.0000e+00 -1.4853e+00 +5.0000e+00 +5.0000e+00 -2.5936e+00 +5.0000e+00 +2.4556e+00 +1.7296e+00 -3.2674e+00 -3.5922e+00 -5.3222e-01 -4.0831e+00 -3.0025e+00 +9.6425e-01 +4.5086e+00 -2.1938e+00 -4.0659e+00 -1.0457e+00 +4.0573e+00
719 +2.315983535e+02 +2.315983535e+02 +5.426083535e+02 +5.426083535e+02 -5.0703e-01 -3.5231e+00 -1.2116e+00 +4.6716e+00 +1.3241e+00 -3.4749e+00 +4.7585e+00 +2.1777e+00 +2.0132e+00 +0.0000e+00 -4.7361e+00 +0.0000e+00 -3.9348e+00 -1.7924e+00 +3.2996e-04 +1.9441e+00 -3.3244e+00 -2.3726e+00 -4.6609e+00 +4.5613e+00
816 +1.524773291e+02 +1.524773291e+02 +4.634873291e+02 +4.634873291e+02 -1.4561e-01 -5.0000e+00 -2.1437e+00 +3.7008e+00 +4.2741e+00 -1.7602e+00 +5.0000e+00 +4.4313e+00 +1.3289e+00 -2.8685e+00 -1.6636e+00 +4.1942e-01 -4.1137e+00 +4.3887e-01 -4.7794e-01 +3.9925e+00 +0.0000e+00 -3.9855e+00 -1.9768e+00 +2.4337e+00
1640 +9.444858662e+01 +9.444858662e+01 +4.054585866e+02 +4.054585866e+02 -2.2582e+00 -4.4209e+00 -2.4274e+00 +3.6033e-01 +4.0833e+00 -1.8437e+00 +2.5475e+00 +3.6320e+00 +9.5052e-01 -2.4919e+00 -3.7574e+00 +8.7023e-01 -3.9205e+00 +2.6051e-01 -1.4222e+00 +2.7755e+00 +9.7548e-02 -2.0782e+00 -3.9581e+00 +2.7977e+00
1870 +5.051275413e+01 +5.051275413e+01 +3.615227541e+02 +3.615227541e+02 -3.0105e+00 -3.5123e+00 -1.0322e+00 +2.3487e-01 +4.1396e+00 -3.5520e+00 +1.8310e+00 +2.8909e+00 +1.5823e+00 -2.5535e+00 -1.8092e+00 +4.0549e-01 -3.6408e+00 -1.0061e+00 -2.2130e+00 +2.5650e+00 +1.2427e+00 -2.1139e+00 -3.8035e+00 +1.9913e+00
2270 +3.788346010e+01 +3.788346010e+01 +3.488934601e+02 +3.488934601e+02 -2.8888e+00 -3.4994e+00 -1.2859e+00 -4.9705e-02 +4.5453e+00 -3.1041e+00 +2.3966e+00 +3.0336e+00 +3.5522e-01 -3.3317e+00 -2.5245e+00 +2.5052e-01 -3.7697e+00 -9.6625e-01 -1.4250e+00 +2.8471e+00 +1.3633e+00 -2.1280e+00 -3.8732e+00 +1.3426e+00
3195 +2.236667802e+01 +2.236667802e+01 +3.333766780e+02 +3.333766780e+02 -2.5860e+00 -3.4261e+00 -2.0038e+00 -9.4725e-03 +4.3188e+00 -1.4712e+00 +3.0363e+00 +3.1588e+00 +5.3622e-01 -3.0185e+00 -2.2516e+00 +5.6462e-01 -3.3532e+00 -1.3845e+00 -2.1476e+00 +2.7049e+00 +2.1473e+00 -2.3691e+00 -3.9191e+00 +1.7520e+00
3806 +1.498397024e+01 +1.498397024e+01 +3.259939702e+02 +3.259939702e+02 -2.5935e+00 -3.3389e+00 -2.0579e+00 -2.2543e-01 +4.1694e+00 -8.0421e-01 +2.9473e+00 +3.2332e+00 +4.3888e-01 -3.0069e+00 -2.3664e+00 +6.2891e-01 -2.8297e+00 -1.1413e+00 -2.2216e+00 +2.5692e+00 +2.8412e+00 -3.0248e+00 -3.8689e+00 +2.1103e+00
4292 +9.713742044e+00 +9.713742044e+00 +3.207237420e+02 +3.207237420e+02 -3.1423e+00 -3.4177e+00 -1.7168e+00 -4.1285e-01 +4.1313e+00 -9.0114e-01 +2.8874e+00 +3.1901e+00 +4.7818e-01 -2.7720e+00 -2.5173e+00 +5.5437e-01 -2.7410e+00 -1.3322e+00 -1.8486e+00 +2.4187e+00 +3.0635e+00 -2.8006e+00 -3.8653e+00 +2.6362e+00
% function evaluation | noise-free fitness - Fopt (-8.051800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.269143734e+03 +2.269143734e+03 +1.463963734e+03 +1.463963734e+03 +1.7338e+00 +1.2503e+00 -4.8243e+00 -1.7435e+00 -1.1066e+00 +2.9491e+00 -4.5201e+00 +4.6168e+00 +7.6119e-01 +4.1155e+00 -4.5718e+00 -2.0976e+00 +2.5112e+00 +5.3723e-01 -2.2134e+00 -3.5651e+00 +1.8971e+00 -1.2921e+00 -3.3239e+00 +2.6569e+00
4 +1.113144906e+03 +1.113144906e+03 +3.079649062e+02 +3.079649062e+02 -1.8516e+00 -2.1786e+00 +4.0905e+00 -2.4324e+00 +3.6145e+00 +1.6113e+00 +1.1304e+00 +1.2000e+00 -1.6597e+00 -4.6820e+00 +2.4686e+00 -4.3022e+00 -3.3409e+00 +3.3213e+00 +1.7746e+00 +4.1997e+00 +2.3624e+00 +3.2055e-01 -2.2256e+00 +2.5233e+00
13 +6.091428968e+02 +6.091428968e+02 -1.960371032e+02 -1.960371032e+02 +8.8219e-01 -8.1265e-01 +1.5551e-01 -8.3772e-01 -2.7661e+00 -4.1419e+00 +4.5610e+00 +1.4205e+00 -2.6073e+00 +2.1009e+00 +2.4227e+00 +3.8346e+00 +5.3413e-01 +2.3720e+00 +1.5318e+00 +4.0903e+00 -2.6513e-01 +2.5174e+00 -2.7676e+00 +2.4120e+00
339 +3.815665497e+02 +3.815665497e+02 -4.236134503e+02 -4.236134503e+02 -7.2904e-01 -3.7277e+00 -7.5727e-01 +3.1834e+00 +7.1183e-01 -3.5039e+00 +5.0000e+00 +1.3100e+00 -2.1263e-01 +1.2258e-01 +3.3111e+00 +1.1025e+00 -1.0146e-01 -2.7748e-01 +2.8846e+00 +3.8110e+00 +1.4636e+00 +3.8045e+00 -1.5708e+00 -8.7107e-02
567 +2.078620600e+02 +2.078620600e+02 -5.973179400e+02 -5.973179400e+02 +0.0000e+00 -5.0000e+00 -7.0150e-01 +1.1348e+00 +1.4318e+00 -2.3129e+00 +3.8291e+00 +1.2294e+00 +8.0754e-01 +7.3402e-01 +2.4604e+00 +1.0773e+00 -1.4591e+00 -1.7926e-01 -1.2327e+00 +3.6449e+00 +2.5396e-01 +3.8187e-01 -1.9238e+00 +3.2703e-01
692 +1.138752853e+02 +1.138752853e+02 -6.913047147e+02 -6.913047147e+02 +7.2047e-01 -5.0000e+00 -3.7241e-01 +6.4428e-01 +8.1320e-01 -3.1855e+00 +3.8524e+00 +2.1983e+00 -1.9043e-01 +3.1608e+00 +3.4269e+00 -1.3881e+00 +1.6404e+00 +0.0000e+00 +0.0000e+00 +3.8411e+00 -2.0461e+00 +5.9102e-01 -2.9501e+00 -5.1100e-01
1536 +8.334544630e+01 +8.334544630e+01 -7.218345537e+02 -7.218345537e+02 +8.2569e-01 -5.0000e+00 -6.8991e-01 +1.2385e+00 +1.4792e+00 -2.5006e+00 +3.9247e+00 +1.4788e+00 -2.5260e-01 +2.6588e+00 +3.4101e+00 -1.3445e-01 +4.4101e-01 -1.2302e+00 -9.4298e-02 +4.2703e+00 -2.5695e+00 +5.4017e-01 -3.3822e+00 -9.5691e-01
2433 +5.442934172e+01 +5.442934172e+01 -7.507506583e+02 -7.507506583e+02 -4.0839e-03 -4.9993e+00 -1.4809e+00 +1.6811e+00 +2.9549e+00 -1.9866e+00 +3.2863e+00 +1.4047e+00 -1.8358e-01 +2.2415e+00 +3.4825e+00 -1.4145e+00 +3.6247e-01 -1.0859e+00 +3.8568e-01 +3.9857e+00 -3.2341e+00 +6.9449e-01 -3.1146e+00 -1.4525e+00
3435 +3.781561382e+01 +3.781561382e+01 -7.673643862e+02 -7.673643862e+02 +1.1190e+00 -4.2446e+00 +7.2028e-02 +1.7343e+00 +3.0022e+00 -1.8635e+00 +3.5755e+00 +8.3555e-01 +1.6280e+00 +2.6379e+00 +3.2437e+00 -7.4669e-01 +7.7504e-01 -7.2884e-01 +5.2852e-01 +4.2246e+00 -3.2256e+00 +3.7343e-01 -3.5453e+00 -1.6948e+00
