% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1269 +1.262566556e+04 +1.262566556e+04 +1.226618556e+04 +1.226618556e+04 -3.6512e+00 -2.8707e+00 +0.0000e+00 -1.9865e-01 -6.2727e-01 -1.3387e-01 -2.4085e+00 -9.2929e-02 -1.4225e-02 -1.0385e+00 -2.9938e+00 +2.0214e+00 +3.1988e+00 -1.9279e+00 -3.5484e+00 -5.0000e+00 -2.8280e-01 +1.8800e+00 -2.3931e+00 -3.0499e+00
1864 +9.641232189e+03 +9.641232189e+03 +9.281752189e+03 +9.281752189e+03 -2.7337e+00 -1.9463e+00 -2.2150e-01 -2.6833e-01 -2.4848e+00 -3.1831e-01 -1.9775e+00 +6.7870e-01 -1.3321e-01 -2.5127e+00 -1.1043e+00 +3.1236e+00 +2.4026e+00 -1.7323e+00 -3.7253e+00 -4.8552e+00 -5.3150e-01 +2.9214e+00 -2.9257e+00 -2.7142e+00
2080 +4.317553331e+03 +4.317553331e+03 +3.958073331e+03 +3.958073331e+03 -5.0000e+00 -3.5277e+00 +4.5771e-01 -5.6291e-01 -1.0913e-01 -1.0459e-01 -2.3576e+00 +1.3330e+00 +9.2571e-01 -1.9258e+00 -2.3181e+00 +1.6623e+00 +2.0894e+00 -1.0131e+00 -3.0149e+00 -4.6399e+00 -1.1885e+00 +1.0329e+00 -4.1921e+00 -3.0041e+00
2334 +3.755558579e+03 +3.755558579e+03 +3.396078579e+03 +3.396078579e+03 -3.8458e+00 -3.7448e+00 +5.4926e-01 -1.7430e-01 -8.2242e-01 -9.6053e-01 -2.5543e+00 +1.4003e+00 +1.7273e+00 -3.0047e+00 -1.0880e+00 +1.6384e+00 +1.4705e+00 -1.1189e-01 -3.8886e+00 -4.7564e+00 -1.2746e+00 +1.1184e+00 -2.9743e+00 -2.4633e+00
2677 +2.051723678e+03 +2.051723678e+03 +1.692243678e+03 +1.692243678e+03 -4.6392e+00 -2.7119e+00 +1.1394e+00 -3.5416e-01 -1.0480e+00 -1.1626e+00 -2.9307e+00 +2.0080e+00 +1.4951e+00 -2.6950e+00 -1.9615e+00 +2.2238e+00 +2.1886e+00 -8.3758e-01 -3.3587e+00 -4.1577e+00 -1.7339e+00 -4.3344e-01 -3.1014e+00 -1.0896e+00
3065 +1.571336479e+03 +1.571336479e+03 +1.211856479e+03 +1.211856479e+03 -4.3252e+00 -3.2531e+00 +1.1848e+00 -8.1476e-01 -1.2230e+00 -1.6289e+00 -3.0383e+00 +1.2349e+00 +1.9669e+00 -1.3467e+00 -2.5421e+00 +9.2617e-01 +2.3200e+00 -1.2254e+00 -4.0822e+00 -3.4030e+00 -1.3538e+00 +8.9686e-01 -4.3523e+00 +2.5389e-01
3152 +6.422415173e+02 +6.422415173e+02 +2.827615173e+02 +2.827615173e+02 -4.3180e+00 -3.5293e+00 +9.5080e-01 -9.9165e-01 -9.6552e-01 -1.4925e+00 -2.6699e+00 +1.4802e+00 +2.5077e+00 -2.1245e+00 -6.5852e-01 +2.1276e+00 +2.0768e+00 -3.0828e-01 -3.5690e+00 -3.7630e+00 -1.7655e+00 +3.3551e-01 -3.4346e+00 +7.7951e-01
3271 +6.014958077e+02 +6.014958077e+02 +2.420158077e+02 +2.420158077e+02 -4.1594e+00 -3.5485e+00 +5.9521e-01 -1.2267e+00 -1.7099e-01 -1.6426e+00 -2.4289e+00 +1.1893e+00 +1.9825e+00 -1.7059e+00 -6.2326e-01 +2.0390e+00 +2.1940e+00 -3.6544e-01 -2.8862e+00 -3.8988e+00 -1.4478e+00 +6.4547e-01 -4.1840e+00 +7.7087e-01
3612 +2.743409062e+02 +2.743409062e+02 -8.513909377e+01 -8.513909377e+01 -4.1190e+00 -3.7619e+00 +1.0559e+00 -1.0657e+00 -1.0673e+00 -1.6711e+00 -2.6260e+00 +1.4424e+00 +2.0550e+00 -2.1343e+00 -9.9942e-01 +2.0351e+00 +1.6978e+00 -3.7656e-01 -3.3576e+00 -3.5960e+00 -1.6201e+00 +1.2299e+00 -3.5244e+00 +1.0044e+00
3828 +2.222000154e+02 +2.222000154e+02 -1.372799846e+02 -1.372799846e+02 -4.1620e+00 -3.7174e+00 +1.1521e+00 -1.0160e+00 -1.1006e+00 -1.6456e+00 -2.4830e+00 +1.2435e+00 +1.6088e+00 -2.3814e+00 -1.1767e+00 +1.9346e+00 +1.8079e+00 -4.8015e-01 -3.4468e+00 -3.5521e+00 -1.6340e+00 +1.1510e+00 -3.9197e+00 +9.3827e-01
4203 +1.522015809e+02 +1.522015809e+02 -2.072784191e+02 -2.072784191e+02 -4.1643e+00 -3.7531e+00 +1.2454e+00 -1.0565e+00 -8.5505e-01 -1.7706e+00 -2.4362e+00 +1.5416e+00 +1.5611e+00 -2.4671e+00 -1.1138e+00 +1.9621e+00 +1.8027e+00 -5.4389e-01 -3.2817e+00 -3.3703e+00 -1.5897e+00 +1.2534e+00 -3.9572e+00 +1.2676e+00
4604 +9.988331217e+01 +9.988331217e+01 -2.595966878e+02 -2.595966878e+02 -3.9507e+00 -3.4781e+00 +1.2590e+00 -1.0780e+00 -8.3370e-01 -1.7408e+00 -2.4520e+00 +1.5496e+00 +1.5332e+00 -2.4239e+00 -1.2504e+00 +1.8613e+00 +1.7885e+00 -6.4671e-01 -3.3087e+00 -3.3685e+00 -1.5612e+00 +1.2235e+00 -3.8388e+00 +1.3293e+00
% function evaluation | noise-free fitness - Fopt (2.748000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.578191578e+05 +9.578191578e+05 +9.578466378e+05 +9.578466378e+05 +3.4299e+00 +4.0648e+00 -1.0550e+00 +3.0912e+00 +4.8768e+00 +1.3373e+00 +4.4378e+00 -1.2918e+00 +4.8506e+00 -1.5122e+00 -2.8326e-01 +2.8705e+00 +3.8211e+00 -3.4012e+00 +5.9470e-01 +4.4250e+00 +1.0769e+00 +4.1094e+00 -2.3041e+00 +1.6215e-01
2 +5.628214899e+05 +5.628214899e+05 +5.628489699e+05 +5.628489699e+05 +1.9356e+00 -3.8718e+00 -1.0669e+00 +1.7429e+00 +1.5724e+00 +4.7287e+00 +9.8306e-01 -4.1555e+00 -1.1787e-01 -3.3204e+00 -6.8164e-01 -4.6104e-02 -2.7576e+00 -4.7261e+00 -1.4495e+00 -3.9109e+00 +2.7601e+00 +1.0403e+00 -9.0785e-01 +1.6925e+00
5 +2.798605021e+05 +2.798605021e+05 +2.798879821e+05 +2.798879821e+05 -4.6693e+00 +3.0272e+00 -4.7901e-01 +4.0537e-02 +1.8000e+00 +2.8102e-01 -1.9203e+00 +1.3114e+00 +1.4309e+00 -1.1825e+00 -7.2406e-01 -8.0532e-01 +8.3724e-02 -4.0777e+00 -4.3249e+00 +3.1181e+00 -1.8010e+00 +2.4187e+00 +4.1200e+00 -3.0294e+00
23 +2.136763187e+05 +2.136763187e+05 +2.137037987e+05 +2.137037987e+05 -3.3261e+00 -2.0757e+00 -1.0600e+00 -1.5611e+00 +2.4023e+00 +1.7647e-01 -1.2036e+00 -3.2517e+00 -1.3152e-01 +4.4968e+00 -3.9346e+00 -3.1992e+00 -6.0517e-01 -2.9861e+00 -4.1962e+00 +4.9155e+00 -2.6478e+00 -1.1956e-02 -2.2562e+00 -3.1104e+00
129 +1.225578963e+05 +1.225578963e+05 +1.225853763e+05 +1.225853763e+05 -3.0312e+00 +2.1408e-01 -3.0054e+00 +8.9861e-02 +2.8601e+00 -9.7167e-01 +3.2045e+00 +2.5648e+00 +8.8141e-01 -4.5529e-01 -8.6248e-01 -1.9711e+00 -6.4314e-01 -2.5523e+00 -1.4784e+00 -1.0116e+00 -1.5212e+00 -4.2363e+00 -2.6433e+00 +4.7140e-01
280 +5.725022826e+04 +5.725022826e+04 +5.727770826e+04 +5.727770826e+04 +3.9197e+00 -2.5379e+00 +2.7695e+00 -1.7434e-02 +3.8435e+00 -1.7901e+00 +4.0234e+00 -1.5620e-01 -1.6392e-01 +7.4257e-01 -3.7455e-01 +1.0310e+00 -4.3304e+00 -2.4077e+00 -1.4452e+00 +1.9907e+00 -9.1107e-01 -5.0000e+00 +1.8705e+00 -4.5568e+00
435 +3.691816277e+04 +3.691816277e+04 +3.694564277e+04 +3.694564277e+04 +3.2580e+00 +1.7994e+00 +0.0000e+00 -2.7706e+00 +4.9709e-01 -6.2878e-01 -1.1387e+00 +1.1947e+00 -3.8070e-01 +0.0000e+00 -4.9226e+00 +1.3685e+00 -7.7306e-01 -5.7013e-01 -2.7101e+00 +1.0425e+00 +8.7019e-01 -1.4426e+00 +4.5889e-01 -1.0635e+00
627 +2.248825679e+04 +2.248825679e+04 +2.251573679e+04 +2.251573679e+04 +2.6475e+00 +0.0000e+00 +0.0000e+00 -2.2036e+00 +6.8551e-01 -1.0030e+00 -8.0864e-01 -3.9545e-01 +9.5456e-01 +8.2697e-01 -4.9625e+00 +4.7916e-01 -2.1199e-02 -8.9191e-01 -2.7406e+00 -3.3407e-01 -1.8848e+00 -1.6725e+00 +2.8992e-01 -1.2491e+00
637 +1.332353743e+04 +1.332353743e+04 +1.335101743e+04 +1.335101743e+04 +2.3649e+00 +1.5046e+00 +0.0000e+00 -2.4104e+00 +0.0000e+00 -1.0330e+00 -1.5347e+00 +6.2469e-01 -1.1828e+00 -1.0401e+00 -4.8070e+00 -1.5587e+00 -7.3598e-01 -4.8714e-01 -2.8281e+00 +0.0000e+00 -1.5974e+00 -3.0230e+00 +3.0061e+00 -1.3892e+00
1351 +5.994597866e+03 +5.994597866e+03 +6.022077866e+03 +6.022077866e+03 +3.2935e+00 +1.6275e-01 -3.2262e-01 -3.4204e+00 +2.0880e+00 -1.4233e+00 +0.0000e+00 +1.6059e+00 -9.8856e-01 +1.1051e+00 -4.9077e+00 -2.5645e+00 -3.4133e+00 -5.7658e-01 -3.0296e+00 -6.2123e-01 -1.6603e+00 -2.2910e+00 +2.6214e+00 -1.3603e+00
1889 +3.031207345e+03 +3.031207345e+03 +3.058687345e+03 +3.058687345e+03 +1.8922e+00 +1.5275e+00 +1.1939e+00 -3.2714e+00 +6.4821e-01 -2.2053e+00 +1.6023e+00 +4.4261e-01 -2.0123e+00 +8.2763e-01 -4.9237e+00 -9.9566e-01 -4.3402e+00 -2.1401e+00 -3.0651e+00 -9.6706e-01 -2.0332e+00 -2.5670e+00 +6.1614e-01 -1.2083e+00
2166 +2.444284918e+03 +2.444284918e+03 +2.471764918e+03 +2.471764918e+03 +1.9765e+00 +1.1783e+00 +1.8217e+00 -3.3227e+00 +2.3702e+00 -2.0661e+00 +2.1834e+00 +3.6404e-01 -2.6914e+00 +7.3696e-01 -3.9207e+00 -1.8985e+00 -2.7641e+00 -2.8935e+00 -2.3903e+00 +2.7657e+00 -2.2783e+00 -2.2150e+00 +1.0379e+00 -1.7408e+00
2434 +1.427724486e+03 +1.427724486e+03 +1.455204486e+03 +1.455204486e+03 +1.4737e+00 +1.9935e+00 +1.4645e+00 -2.8861e+00 +1.6522e+00 -1.6279e+00 +2.2077e+00 +6.6510e-01 -3.1537e+00 +2.3653e-01 -3.7083e+00 -2.8200e+00 -3.4624e+00 -2.6421e+00 -2.4714e+00 +1.6745e+00 -1.8919e+00 -1.9080e+00 +1.5919e+00 -2.2093e+00
2763 +5.090805154e+02 +5.090805154e+02 +5.365605154e+02 +5.365605154e+02 +5.0156e-01 +1.8432e+00 +1.2358e+00 -2.8715e+00 +2.4253e+00 -1.7659e+00 +2.0055e+00 +3.5317e-01 -2.6408e+00 +1.1015e+00 -3.8530e+00 -1.9740e+00 -3.8657e+00 -2.6146e+00 -2.7204e+00 +1.6508e+00 -2.2593e+00 -2.3626e+00 +1.9040e+00 -3.2520e+00
3412 +3.549567021e+02 +3.549567021e+02 +3.824367021e+02 +3.824367021e+02 +4.6181e-01 +2.1883e+00 +1.1951e+00 -3.1712e+00 +2.3133e+00 -1.8225e+00 +1.9653e+00 +1.6232e-02 -2.3816e+00 +1.1589e+00 -3.7581e+00 -2.4908e+00 -3.6900e+00 -2.2645e+00 -2.7296e+00 +1.2576e+00 -2.2022e+00 -2.6862e+00 +1.9539e+00 -3.1350e+00
3661 +1.575447838e+02 +1.575447838e+02 +1.850247838e+02 +1.850247838e+02 +9.9763e-01 +1.6598e+00 +9.4779e-01 -2.5968e+00 +1.5144e+00 -1.8710e+00 +1.7488e+00 +8.1936e-02 -2.5237e+00 +8.1595e-01 -3.5994e+00 -2.1027e+00 -3.2561e+00 -2.0634e+00 -2.7036e+00 +9.2685e-01 -2.2099e+00 -2.7478e+00 +1.6500e+00 -3.2893e+00
4209 +9.652261981e+01 +9.652261981e+01 +1.240026198e+02 +1.240026198e+02 +9.4222e-01 +1.4766e+00 +7.7683e-01 -2.5760e+00 +1.2739e+00 -1.8649e+00 +1.7301e+00 +1.2167e-01 -1.8806e+00 +6.8042e-01 -3.5550e+00 -2.1608e+00 -3.2324e+00 -2.0796e+00 -2.6847e+00 +1.3650e+00 -2.2915e+00 -2.7699e+00 +1.9339e+00 -3.3445e+00
4804 +6.174047086e+01 +6.174047086e+01 +8.922047086e+01 +8.922047086e+01 +9.0768e-01 +1.5633e+00 +9.1333e-01 -2.4311e+00 +1.4132e+00 -2.1377e+00 +1.7063e+00 +6.1935e-02 -1.7785e+00 +5.6231e-01 -3.5957e+00 -2.2012e+00 -3.1727e+00 -2.1421e+00 -2.7381e+00 +8.5344e-01 -2.3984e+00 -2.7879e+00 +1.8834e+00 -3.3587e+00
% function evaluation | noise-free fitness - Fopt (3.609000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.680292244e+05 +7.680292244e+05 +7.680653144e+05 +7.680653144e+05 -4.8303e+00 -4.7760e+00 +3.8508e+00 -4.4970e+00 +2.0513e+00 -4.2098e+00 -3.4785e+00 -6.8554e-02 -2.1125e-01 -3.4575e+00 +2.5846e-01 +3.8008e+00 -1.8323e+00 -4.4816e+00 -2.8447e+00 -2.3140e+00 +4.3986e+00 -1.8098e+00 +1.5913e+00 -2.7800e+00
2 +5.492329831e+05 +5.492329831e+05 +5.492690731e+05 +5.492690731e+05 +9.7574e-01 -1.7216e+00 +4.7439e-01 +6.9988e-01 +3.8553e+00 +3.7107e+00 +4.1901e+00 -9.1792e-01 -4.6095e+00 +4.1732e+00 -3.1184e-01 -1.2842e+00 -3.1065e+00 -1.6446e+00 -2.0989e+00 -1.5108e+00 -3.0152e+00 -1.0472e+00 +3.5976e+00 +1.1027e+00
20 +3.221465056e+05 +3.221465056e+05 +3.221825956e+05 +3.221825956e+05 -1.0439e+00 +2.6066e+00 -3.5046e+00 -4.4400e+00 -2.8534e+00 -2.2925e-01 -2.1637e+00 -2.1700e+00 -1.7711e+00 +2.9654e+00 -4.1056e+00 -4.9107e+00 +3.0949e+00 -1.5542e+00 +2.8523e+00 +2.6508e+00 +1.5789e+00 -1.0511e+00 -1.4913e+00 +3.2271e+00
47 +2.088201573e+05 +2.088201573e+05 +2.088562473e+05 +2.088562473e+05 +4.6651e+00 +3.8028e+00 -2.9645e-01 +9.9247e-01 -4.3314e+00 +1.8759e+00 +3.5211e-01 -4.1492e+00 -4.1869e+00 +7.9799e-01 +1.8594e+00 +1.2543e+00 +4.9590e+00 +6.1811e-02 -2.6681e+00 -1.2723e+00 -2.1502e+00 -2.1271e+00 -1.1907e+00 +2.6856e+00
105 +1.517103434e+05 +1.517103434e+05 +1.517464334e+05 +1.517464334e+05 -4.9256e+00 +2.8657e+00 -2.3760e+00 -3.7919e-01 -4.0752e-01 +1.4596e+00 -2.0473e+00 -4.4329e+00 -3.6085e+00 +5.4472e-01 +2.1024e+00 +4.6928e+00 +2.1329e+00 +3.4765e+00 +7.6471e-01 -4.5545e+00 +2.5957e+00 -1.3061e+00 -3.4362e+00 -2.1706e+00
201 +4.468137635e+04 +4.468137635e+04 +4.471746635e+04 +4.471746635e+04 -6.6380e-01 +2.2403e-01 -1.1342e+00 +5.0302e-01 -2.6508e+00 +7.9024e-01 -5.0000e+00 -1.2944e+00 -2.0985e+00 +1.0582e+00 -2.9179e-01 -1.0142e+00 +2.2493e+00 -2.7591e+00 -5.0000e+00 -2.0026e-01 +4.0620e-01 -1.1707e+00 -3.4087e+00 +4.7313e-01
443 +2.425893546e+04 +2.425893546e+04 +2.429502546e+04 +2.429502546e+04 +8.0832e-02 +0.0000e+00 -5.9272e-01 +8.0840e-02 -2.8636e-01 +4.7805e-01 -5.5038e-01 -2.0179e-01 -1.1815e+00 +0.0000e+00 +0.0000e+00 +3.4960e-01 +3.8430e+00 +0.0000e+00 -3.6462e+00 -1.0120e-01 +2.4754e+00 -4.2487e+00 -2.5983e+00 +8.1177e-01
774 +1.266829828e+04 +1.266829828e+04 +1.270438828e+04 +1.270438828e+04 -2.4373e-01 +3.0368e-01 -6.2207e-01 +1.0188e+00 -1.2225e+00 +1.9335e+00 -2.4089e+00 -2.8154e+00 -2.1971e+00 +2.6230e+00 -1.2812e+00 +9.8663e-01 +3.5645e+00 -2.0969e+00 -3.9948e+00 +0.0000e+00 +2.2628e+00 -2.8615e+00 -3.6418e+00 +1.6709e+00
1388 +8.799838007e+03 +8.799838007e+03 +8.835928007e+03 +8.835928007e+03 +7.8145e-01 +1.3766e+00 -3.9295e+00 -1.2104e-01 +1.9234e+00 +1.8050e+00 -1.2371e+00 -1.5730e+00 -1.5249e+00 +2.5601e+00 -1.0731e+00 +9.2212e-01 -5.8247e-01 +7.4502e-01 -3.8430e+00 -4.6607e-01 +3.7555e+00 -2.3590e+00 -3.8335e+00 +1.2662e+00
1632 +6.072128152e+03 +6.072128152e+03 +6.108218152e+03 +6.108218152e+03 -1.0715e+00 +1.2544e-01 -4.3154e+00 +2.2583e+00 +1.0466e+00 +9.3891e-01 -4.1447e+00 -4.2805e+00 -1.8118e+00 +3.4772e+00 -2.7854e+00 +1.1041e+00 +2.1714e+00 -8.5771e-02 -3.6064e+00 -7.4719e-01 +3.4632e+00 -2.5742e+00 -4.7058e+00 +2.3527e+00
1785 +2.628362863e+03 +2.628362863e+03 +2.664452863e+03 +2.664452863e+03 -2.1163e-01 +1.2521e+00 -2.4668e+00 +1.3727e+00 +1.2740e+00 -5.1539e-03 -1.9231e+00 -3.7708e+00 -2.8335e+00 +2.4046e+00 -2.3754e+00 +4.8632e-01 +1.5600e+00 +3.0303e-01 -3.7715e+00 -1.0697e+00 +3.7634e+00 -2.4460e+00 -3.9444e+00 +1.6620e+00
2103 +1.952340953e+03 +1.952340953e+03 +1.988430953e+03 +1.988430953e+03 -3.5351e-01 +2.8608e-01 -2.4033e+00 +9.8157e-01 +1.4854e+00 +6.2748e-01 -2.0821e+00 -3.0623e+00 -4.4615e+00 +2.2085e+00 -1.2742e+00 +5.8462e-01 +1.9663e+00 +4.6828e-01 -3.5167e+00 -1.1472e+00 +3.7972e+00 -2.4324e+00 -3.3218e+00 +3.6334e-01
2321 +1.484481090e+03 +1.484481090e+03 +1.520571090e+03 +1.520571090e+03 -1.7596e+00 +1.2165e+00 -1.7011e+00 +2.4335e+00 +9.0028e-01 +3.2955e-02 -1.9037e+00 -3.3211e+00 -4.2644e+00 +2.1107e+00 -2.7272e+00 +3.9072e-01 +2.0168e+00 +3.4022e-01 -3.3542e+00 -1.0289e+00 +3.1959e+00 -2.8844e+00 -2.5433e+00 -8.2915e-01
3200 +8.844617861e+02 +8.844617861e+02 +9.205517861e+02 +9.205517861e+02 -1.1599e+00 +1.5187e+00 -1.8179e+00 +1.3919e+00 +8.8585e-01 -5.6019e-03 -1.7608e+00 -3.0202e+00 -4.0697e+00 +2.0993e+00 -1.2880e+00 +5.0765e-01 +2.4080e+00 +1.9154e-01 -3.2685e+00 -9.4349e-01 +3.3009e+00 -2.8161e+00 -2.4777e+00 +6.5184e-01
3806 +5.623102090e+02 +5.623102090e+02 +5.984002090e+02 +5.984002090e+02 -1.2468e+00 +1.4052e+00 -2.0338e+00 +1.4591e+00 +7.5891e-01 +2.1557e-01 -1.8754e+00 -3.1038e+00 -3.6650e+00 +2.3373e+00 -1.9320e+00 +4.0454e-01 +1.9019e+00 -3.7736e-01 -3.1156e+00 -1.0058e+00 +3.2066e+00 -2.8599e+00 -2.4844e+00 +6.9850e-01
4458 +3.972274712e+02 +3.972274712e+02 +4.333174712e+02 +4.333174712e+02 -1.1266e+00 +1.2835e+00 -1.9965e+00 +1.6573e+00 +6.6341e-01 +3.5172e-01 -1.9186e+00 -3.0239e+00 -3.4130e+00 +2.2189e+00 -1.8137e+00 +2.6413e-01 +1.9432e+00 -2.7970e-01 -3.1768e+00 -1.2070e+00 +3.0108e+00 -2.7872e+00 -2.3655e+00 +1.2906e+00
% function evaluation | noise-free fitness - Fopt (-5.791000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.112149861e+06 +1.112149861e+06 +1.112091951e+06 +1.112091951e+06 -4.8723e+00 -1.6776e+00 +3.9737e+00 -3.6710e-01 -3.1170e+00 +3.7952e+00 -4.4649e-01 +4.4546e+00 +4.5721e-02 -4.5060e+00 +1.9842e+00 +3.7414e+00 +3.0645e+00 +2.5948e+00 -1.4685e+00 -4.6512e+00 +8.4659e-01 -3.4992e+00 +3.7766e+00 -1.6770e+00
2 +2.754976235e+05 +2.754976235e+05 +2.754397135e+05 +2.754397135e+05 +1.2917e+00 -2.4534e+00 -4.9356e+00 -2.4012e+00 -1.7995e-01 -2.3632e+00 +8.1463e-01 -2.7491e+00 +3.8451e-01 +1.4369e+00 +2.6663e+00 +3.4863e-01 -1.1457e+00 +1.7754e+00 +2.6591e-01 +3.2741e+00 +3.0920e+00 -7.4061e-01 -4.1029e+00 -1.9681e-01
10 +1.617572378e+05 +1.617572378e+05 +1.616993278e+05 +1.616993278e+05 +3.8531e+00 -4.6562e-01 -3.3732e+00 -1.7366e-01 -2.3680e+00 +1.0477e+00 +1.4008e+00 +4.9880e-01 +4.7818e-02 +9.0753e-01 -4.8905e-01 -1.5381e+00 +2.9440e+00 -4.0311e+00 +2.0845e+00 -8.8010e-01 -9.2754e-01 +2.2072e+00 +2.2594e+00 -1.4936e+00
121 +1.281508625e+05 +1.281508625e+05 +1.280929525e+05 +1.280929525e+05 +3.9651e+00 +3.5057e+00 +4.3155e+00 -7.6794e-02 +3.4650e+00 -2.3108e+00 -1.4640e+00 +1.3013e+00 -1.6537e+00 -1.0932e+00 +2.5720e+00 -5.8764e-01 +4.5742e+00 -1.1380e+00 -1.1406e-01 +6.0729e-01 +3.9930e+00 -6.9296e-01 -4.6570e+00 +1.3912e+00
201 +6.235576068e+04 +6.235576068e+04 +6.229785068e+04 +6.229785068e+04 -1.1374e-01 +2.9884e+00 -1.0263e+00 +1.1852e+00 -1.1721e+00 -1.2048e+00 -2.6015e+00 -5.4542e-01 +7.9034e-01 -5.0000e+00 +5.2167e-01 +2.8738e-01 +5.0000e+00 -2.4052e+00 +3.5315e+00 -1.1426e+00 +2.7981e+00 -2.5669e+00 -1.2234e+00 +1.4577e+00
478 +2.792808161e+04 +2.792808161e+04 +2.787017161e+04 +2.787017161e+04 +9.5564e-01 +4.2711e+00 -7.0496e-03 +0.0000e+00 -8.7350e-01 -3.1949e+00 -1.7880e-01 -1.0911e+00 +4.4348e-01 -1.7000e+00 +3.5067e-01 +3.3089e-01 +3.6447e+00 -3.3786e+00 +3.2279e+00 -3.1722e-01 +1.6964e+00 -6.0602e-01 +6.7829e-01 +2.5991e+00
780 +1.701553734e+04 +1.701553734e+04 +1.695762734e+04 +1.695762734e+04 +3.2652e+00 +6.7319e-02 +1.6255e-01 +5.8494e-01 +4.3349e-01 -2.3306e+00 +1.2086e-01 -2.5814e+00 +1.2263e+00 -6.2398e-01 -1.3235e+00 -2.5298e-01 +4.7337e-01 -2.3234e+00 +1.1853e+00 +0.0000e+00 +2.8216e+00 +3.4269e-01 -1.0930e+00 -1.2390e+00
872 +1.349111041e+04 +1.349111041e+04 +1.343320041e+04 +1.343320041e+04 +2.9157e+00 +2.6003e+00 -4.7084e-02 +2.1539e+00 -1.0308e+00 -2.0191e+00 +2.7583e-01 -3.0274e+00 -3.5011e+00 -1.3396e+00 -5.2085e-01 -6.3743e-01 +2.8369e-01 -1.6837e+00 +0.0000e+00 +1.2340e+00 +3.0982e+00 +7.1897e-01 -1.7649e+00 +4.7152e+00
1492 +6.248145489e+03 +6.248145489e+03 +6.190235489e+03 +6.190235489e+03 +1.1204e+00 +3.0067e+00 +6.0429e-01 +8.5798e-01 +1.1997e+00 -1.6942e+00 +1.2928e+00 -2.3122e+00 -4.4780e-01 -7.6086e-01 -2.3082e+00 +5.4729e-01 +2.3866e+00 -1.0453e+00 +9.5831e-01 -1.1843e+00 +1.8905e+00 +8.9966e-01 -8.5345e-01 +4.3126e+00
1756 +3.616513204e+03 +3.616513204e+03 +3.558603204e+03 +3.558603204e+03 +8.2213e-01 +2.3993e+00 -5.5337e-01 +1.1416e+00 +1.1884e+00 -4.8457e+00 +1.5350e-01 -2.3092e+00 -6.2103e-01 -9.2196e-01 +3.1362e-01 +4.4210e-01 +1.3381e+00 -1.5708e+00 +2.4524e+00 -1.3220e+00 +1.9089e+00 -7.4301e-02 -2.4037e+00 +0.0000e+00
1868 +1.646676821e+03 +1.646676821e+03 +1.588766821e+03 +1.588766821e+03 +1.9065e+00 +2.2078e+00 -5.3600e-01 +1.2242e+00 +6.0320e-01 -3.4514e+00 -1.9740e+00 -2.3952e+00 -1.9412e+00 -1.5272e+00 -1.4670e+00 +3.6807e-01 +9.7885e-01 -1.0531e+00 +2.6988e+00 -1.0616e+00 +1.0402e+00 +9.7943e-01 -2.2294e+00 +1.6810e+00
2562 +1.392712671e+03 +1.392712671e+03 +1.334802671e+03 +1.334802671e+03 +1.2680e+00 +2.1205e+00 +7.0254e-02 +1.4991e+00 +4.6767e-01 -3.2377e+00 -1.8000e+00 -2.1815e+00 -1.6401e+00 -1.5407e+00 -1.9804e+00 -1.2962e+00 +1.0476e+00 -1.9092e+00 +1.2101e+00 -1.9559e+00 +4.4101e-01 +8.5195e-01 -3.5210e+00 +1.5092e+00
2596 +9.591015583e+02 +9.591015583e+02 +9.011915583e+02 +9.011915583e+02 +1.7087e+00 +1.8690e+00 -3.9504e-01 +1.6416e+00 +9.7261e-01 -2.9403e+00 -1.3114e+00 -2.6473e+00 -7.8864e-01 -2.0224e+00 -1.2393e+00 +5.0201e-02 +1.1196e+00 -1.5994e+00 +1.5290e+00 -7.2449e-01 +1.1988e+00 +1.9470e-01 -2.7966e+00 +2.7071e+00
2878 +4.599104108e+02 +4.599104108e+02 +4.020004108e+02 +4.020004108e+02 +1.3238e+00 +2.0343e+00 -3.2462e-01 +1.6359e+00 +6.6967e-01 -2.7384e+00 -9.7337e-01 -2.4863e+00 -1.3525e+00 -2.0985e+00 -1.2135e+00 -6.9369e-01 +1.4758e+00 -1.8141e+00 +1.5405e+00 -1.0010e+00 +1.3859e+00 +7.9062e-01 -2.2335e+00 +7.1661e-01
3083 +3.585799127e+02 +3.585799127e+02 +3.006699127e+02 +3.006699127e+02 +1.8153e+00 +1.9543e+00 -6.0282e-02 +1.4080e+00 +8.0538e-01 -2.9304e+00 -6.4415e-01 -2.9015e+00 -1.2338e+00 -1.8605e+00 -1.6343e+00 -6.3307e-01 +1.7513e+00 -1.6280e+00 +2.2031e+00 -9.3443e-01 +9.0688e-01 +3.2457e-01 -2.3615e+00 +1.1980e+00
