% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1602 +2.366505576e+01 +2.366505576e+01 -7.765494424e+01 -7.765494424e+01 +9.2830e-01 +2.0419e+00 +1.5167e+00 -1.3793e+00 -4.3779e+00 +7.2507e-02 +3.8527e+00 -3.5559e+00 -1.7691e+00 +3.6431e+00 -3.6107e-01 -3.4372e+00 -2.6817e+00 +3.1436e+00 +1.4053e+00 -2.9150e+00 -3.6200e+00 -2.3379e+00 -4.9596e-01 +2.4642e+00
1882 +1.483868360e+01 +1.483868360e+01 -8.648131640e+01 -8.648131640e+01 +2.8283e+00 +2.1018e+00 +3.2805e-01 -1.8850e+00 -2.6896e+00 -9.9797e-01 +3.8046e+00 -2.5158e+00 -1.8180e+00 +2.9738e+00 +2.9388e-01 -2.8635e+00 -1.0183e+00 +4.0678e+00 -6.1070e-01 -8.9703e-01 -3.8362e+00 -2.4885e+00 -9.5915e-01 +9.6461e-01
2345 +8.154822161e+00 +8.154822161e+00 -9.316517784e+01 -9.316517784e+01 +1.4390e+00 +1.4137e+00 +1.4480e+00 -3.5307e+00 -2.2276e+00 -1.3719e+00 +3.6701e+00 -2.2689e+00 -3.4344e+00 +3.4471e+00 +1.0679e+00 -3.3641e+00 -1.4444e+00 +3.5267e+00 +2.6741e-01 -1.5889e+00 -4.2150e+00 -9.4240e-01 -2.1861e+00 +7.2806e-01
2806 +5.684095028e+00 +5.684095028e+00 -9.563590497e+01 -9.563590497e+01 +1.7335e+00 +2.0278e+00 +2.2115e+00 -3.2399e+00 -2.1617e+00 -1.0488e+00 +3.6966e+00 -2.3198e+00 -2.8630e+00 +3.4461e+00 +7.1390e-01 -3.0099e+00 -1.1281e+00 +3.1356e+00 +9.2209e-01 -2.4857e+00 -4.4980e+00 -1.1943e+00 -1.8079e+00 +5.8156e-01
3230 +3.782836704e+00 +3.782836704e+00 -9.753716330e+01 -9.753716330e+01 +1.9788e+00 +1.9307e+00 +1.5209e+00 -2.7985e+00 -2.5961e+00 -6.9544e-01 +3.7233e+00 -2.1793e+00 -3.3089e+00 +2.9890e+00 +8.5435e-01 -2.7543e+00 -1.0966e+00 +3.3064e+00 +3.4103e-01 -2.0412e+00 -3.5683e+00 -1.5862e+00 -1.0048e+00 +1.1145e+00
3611 +2.296100180e+00 +2.296100180e+00 -9.902389982e+01 -9.902389982e+01 +1.9407e+00 +2.1096e+00 +1.7943e+00 -2.8065e+00 -3.2367e+00 -1.3736e+00 +3.6291e+00 -2.1871e+00 -3.3723e+00 +2.7244e+00 +7.1805e-01 -2.8409e+00 -9.3197e-01 +3.2100e+00 +6.5978e-01 -1.9423e+00 -3.3482e+00 -7.8315e-01 -1.3842e+00 +1.4505e+00
4001 +1.472231111e+00 +1.472231111e+00 -9.984776889e+01 -9.984776889e+01 +1.8833e+00 +2.4133e+00 +1.6375e+00 -2.8586e+00 -3.0629e+00 -1.1137e+00 +3.4029e+00 -2.5135e+00 -3.3197e+00 +2.2939e+00 +1.2713e+00 -2.5772e+00 -7.6339e-01 +3.3559e+00 +5.6759e-01 -1.8479e+00 -3.6387e+00 -9.8430e-01 -6.3231e-01 +1.0787e+00
4332 +9.945805743e-01 +9.945805743e-01 -1.003254194e+02 -1.003254194e+02 +1.8442e+00 +2.4583e+00 +1.7026e+00 -2.6212e+00 -3.2269e+00 -1.2113e+00 +3.3660e+00 -2.5339e+00 -3.3435e+00 +2.4389e+00 +7.0596e-01 -2.6493e+00 -8.0648e-01 +3.3532e+00 +5.6458e-01 -1.8615e+00 -3.5901e+00 -9.8726e-01 -9.9538e-01 +1.2148e+00
4619 +6.277109505e-01 +6.277109505e-01 -1.006922890e+02 -1.006922890e+02 +1.7397e+00 +2.5700e+00 +1.6776e+00 -2.6072e+00 -3.2036e+00 -1.2829e+00 +3.1892e+00 -2.6381e+00 -3.2891e+00 +2.4676e+00 +9.1497e-01 -2.6039e+00 -8.2017e-01 +3.3656e+00 +6.0119e-01 -2.0831e+00 -3.5851e+00 -1.2274e+00 -1.0217e+00 +9.9952e-01
% function evaluation | noise-free fitness - Fopt (3.650000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.508922820e+02 +2.508922820e+02 +2.545422820e+02 +2.545422820e+02 -2.9970e+00 -2.8609e+00 -2.6068e+00 +3.2230e+00 +3.6266e+00 +2.9213e+00 -3.9896e+00 -4.6366e+00 -1.1365e+00 -4.7145e+00 -4.5462e+00 +3.5334e+00 -1.3507e+00 -2.5381e-01 +8.7300e-01 +8.4912e-01 -2.3711e+00 +1.3015e+00 -9.7823e-01 +1.5218e+00
5 +1.074425119e+02 +1.074425119e+02 +1.110925119e+02 +1.110925119e+02 +4.1537e-01 -4.5397e+00 +4.0085e+00 +2.7065e+00 -1.3901e+00 -4.4132e+00 -2.7128e+00 -3.6265e+00 -3.1572e+00 -3.1965e+00 +2.5600e+00 +4.9867e+00 -4.9942e-01 +7.9307e-01 -1.6765e+00 -1.2117e+00 +2.5034e+00 -4.1423e+00 +3.1082e+00 -1.6855e+00
209 +8.395766792e+01 +8.395766792e+01 +8.760766792e+01 +8.760766792e+01 +4.7256e-02 -2.3802e+00 +1.4556e+00 +5.0000e+00 +1.6012e+00 -1.5845e+00 +2.5736e+00 +1.6465e-01 -1.4660e+00 -4.4513e+00 +6.4380e-01 +4.3343e+00 +2.1549e+00 -2.3598e+00 -4.0046e+00 -2.2988e+00 +2.9341e+00 -2.3684e+00 +2.0822e+00 +1.0964e+00
439 +3.678457081e+01 +3.678457081e+01 +4.043457081e+01 +4.043457081e+01 +2.3540e+00 -8.5430e-01 +0.0000e+00 +2.9522e+00 -4.5269e-01 +1.5052e-01 +7.6570e-01 +1.1948e+00 -4.0076e+00 -1.6912e+00 +7.7482e-02 +5.0000e+00 -3.8162e-02 +0.0000e+00 -4.8468e-02 +3.7261e-01 +2.4882e-01 -4.7959e+00 +4.7733e-01 +2.3370e-01
1131 +2.508827596e+01 +2.508827596e+01 +2.873827596e+01 +2.873827596e+01 +1.7449e-01 -2.7679e+00 +1.0532e+00 +3.6804e+00 -2.9957e+00 -2.6320e-01 +2.2101e+00 -1.1880e-01 -2.9970e+00 -2.2283e+00 +9.7270e-01 +5.0000e+00 -5.2789e-01 -1.4621e-02 -3.6640e+00 +1.0496e+00 +1.5787e-01 -2.5957e+00 -8.5347e-01 +1.6061e+00
1460 +1.430087058e+01 +1.430087058e+01 +1.795087058e+01 +1.795087058e+01 +1.1206e+00 -2.4686e+00 +7.6076e-01 +3.7339e+00 -1.5192e+00 -2.8668e+00 +2.1833e+00 +1.0824e+00 -3.9431e+00 -1.5486e+00 +1.7646e-01 +3.9851e+00 +1.3248e-01 +6.2172e-02 -1.0025e+00 +3.3101e+00 -9.3352e-02 -4.0009e+00 +5.0908e-01 +0.0000e+00
2580 +9.508899453e+00 +9.508899453e+00 +1.315889945e+01 +1.315889945e+01 +3.9427e-01 -2.1795e+00 +8.8780e-01 +3.1835e+00 -1.3411e+00 -1.7207e+00 +3.0416e+00 +3.8399e-01 -3.5364e+00 -2.8710e+00 +1.3122e+00 +4.2868e+00 -2.3821e-01 +2.8642e-01 -1.3303e+00 +2.9637e+00 -5.0301e-01 -4.9813e+00 +1.1766e-02 +2.1717e+00
2809 +5.655209598e+00 +5.655209598e+00 +9.305209598e+00 +9.305209598e+00 +5.0701e-01 -2.1222e+00 +8.6105e-01 +3.6460e+00 -2.1469e+00 -1.8219e+00 +2.2904e+00 +6.2248e-01 -3.8616e+00 -2.5787e+00 +1.0844e+00 +3.9555e+00 +5.4647e-01 +4.9773e-01 -1.0577e+00 +2.9356e+00 +2.0997e+00 -4.1844e+00 +1.3501e+00 +3.4987e+00
3240 +3.708082452e+00 +3.708082452e+00 +7.358082452e+00 +7.358082452e+00 +8.6174e-01 -9.4330e-01 +4.9716e-01 +3.7918e+00 -2.1895e+00 -3.4394e+00 +1.2685e+00 +7.2777e-01 -3.8768e+00 -2.5704e+00 +1.4546e+00 +3.5979e+00 -2.6097e-01 +6.8178e-01 -7.8507e-01 +1.9544e+00 -7.5232e-02 -4.1998e+00 +4.2244e-01 +3.1340e+00
3453 +1.910122617e+00 +1.910122617e+00 +5.560122617e+00 +5.560122617e+00 +6.0666e-01 -1.8770e+00 +6.9287e-01 +3.4931e+00 -2.3894e+00 -3.2683e+00 +1.7534e+00 +5.9082e-01 -4.0925e+00 -2.1033e+00 +9.8206e-01 +3.5830e+00 -5.3199e-02 +4.0049e-01 -1.1056e+00 +2.2300e+00 -1.6538e-01 -3.9608e+00 +8.4462e-01 +2.2593e+00
3631 +1.533081861e+00 +1.533081861e+00 +5.183081861e+00 +5.183081861e+00 +9.2284e-01 -2.1260e+00 +6.4969e-01 +3.4500e+00 -2.4990e+00 -3.4303e+00 +2.0947e+00 +5.6354e-01 -4.1054e+00 -2.4298e+00 +1.0232e+00 +3.6037e+00 -5.5139e-02 +3.2746e-01 -1.2506e+00 +2.1923e+00 +5.5317e-01 -4.0129e+00 +8.2360e-01 +2.1878e+00
3856 +9.309132723e-01 +9.309132723e-01 +4.580913272e+00 +4.580913272e+00 +6.1138e-01 -1.9252e+00 +6.7597e-01 +3.5815e+00 -2.2067e+00 -3.2232e+00 +1.4678e+00 +6.6188e-01 -4.0893e+00 -1.8940e+00 +1.0396e+00 +3.6764e+00 +2.6389e-01 +5.4005e-01 -1.2196e+00 +2.2568e+00 +5.5109e-01 -3.8513e+00 +5.7819e-01 +2.4982e+00
4242 +6.247366421e-01 +6.247366421e-01 +4.274736642e+00 +4.274736642e+00 +6.2526e-01 -1.9474e+00 +5.6962e-01 +3.5594e+00 -2.2306e+00 -3.3433e+00 +1.8217e+00 +5.4961e-01 -4.0623e+00 -1.9800e+00 +1.0676e+00 +3.6107e+00 +2.6516e-01 +6.2174e-01 -1.4297e+00 +2.2599e+00 +5.8489e-01 -3.8386e+00 +4.5409e-01 +2.5329e+00
4601 +3.530651135e-01 +3.530651135e-01 +4.003065113e+00 +4.003065113e+00 +5.4673e-01 -2.0287e+00 +5.0502e-01 +3.6314e+00 -2.1707e+00 -3.1003e+00 +1.9866e+00 +6.5043e-01 -4.1172e+00 -1.9954e+00 +1.3609e+00 +3.7230e+00 +2.1342e-01 +6.2185e-01 -1.1982e+00 +2.1928e+00 +7.8272e-01 -3.8774e+00 +4.9900e-01 +2.5427e+00
4801 +2.329455987e-01 +2.329455987e-01 +3.882945599e+00 +3.882945599e+00 +5.4250e-01 -1.9730e+00 +5.0504e-01 +3.6240e+00 -2.1664e+00 -3.0881e+00 +1.9695e+00 +6.3979e-01 -4.1061e+00 -2.0175e+00 +1.3496e+00 +3.6962e+00 +8.1508e-02 +6.8549e-01 -1.2009e+00 +2.0934e+00 +7.7872e-01 -3.8373e+00 +5.6285e-01 +2.6385e+00
% function evaluation | noise-free fitness - Fopt (2.205300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.272755142e+02 +4.272755142e+02 +6.478055142e+02 +6.478055142e+02 +4.1553e+00 +4.6198e+00 -3.0127e+00 -2.7480e+00 -3.2866e+00 -1.5290e+00 -9.9707e-01 +1.5814e+00 +2.7121e+00 +5.7181e-01 +1.7991e+00 -3.1318e+00 +2.7367e+00 -1.4837e+00 +2.6032e+00 +2.5271e+00 -3.9180e+00 -4.7810e+00 -1.2598e+00 -4.9070e+00
2 +1.781779051e+02 +1.781779051e+02 +3.987079051e+02 +3.987079051e+02 +3.8355e+00 -4.9862e+00 +3.7130e+00 -1.5103e+00 +1.8335e+00 -2.8460e+00 +1.5640e+00 +8.6144e-01 -4.9733e+00 +2.0006e+00 -3.6072e+00 +2.0736e+00 +3.7501e+00 +4.8236e+00 -2.1544e-01 -1.9862e+00 -2.1759e+00 +1.6821e+00 -2.6560e+00 +1.6566e-01
70 +1.012875524e+02 +1.012875524e+02 +3.218175524e+02 +3.218175524e+02 +4.4355e+00 -5.1918e-01 -3.6407e-01 +9.6672e-01 +3.3840e+00 -2.8550e+00 -1.3364e-01 +4.2368e+00 -8.8253e-01 -1.1755e+00 -1.9717e-01 +3.5705e-01 -4.6679e+00 +1.4707e+00 -1.5776e-01 +2.3215e-01 +2.5758e+00 +6.4306e-01 +4.0016e+00 -1.7188e+00
333 +9.717206761e+01 +9.717206761e+01 +3.177020676e+02 +3.177020676e+02 +3.6151e+00 -2.2773e+00 +5.4126e-01 +3.5841e+00 +1.2846e+00 -3.3612e+00 +3.9557e-01 +1.0241e+00 -1.1946e+00 +1.9836e+00 -3.1489e+00 -2.4399e+00 -5.7753e-01 +1.9626e+00 -2.1208e+00 -2.6832e+00 +2.7357e+00 -7.8504e-01 +5.0000e+00 +1.5614e-01
670 +4.805503129e+01 +4.805503129e+01 +2.685850313e+02 +2.685850313e+02 +1.1562e+00 -1.2624e+00 +3.1275e+00 -1.8303e-01 +3.3174e+00 -3.7695e+00 -1.0984e+00 +4.7573e+00 -1.6039e+00 +2.8753e+00 -6.6991e-01 +4.0717e+00 -3.0784e+00 +4.6725e+00 -2.6805e+00 -3.4632e+00 -6.2203e-01 +7.4202e-01 +5.0000e+00 +3.3413e+00
1051 +3.233240966e+01 +3.233240966e+01 +2.528624097e+02 +2.528624097e+02 +2.9192e+00 -3.6536e+00 +0.0000e+00 -3.4725e+00 +5.0000e+00 -3.4855e+00 -4.6389e+00 +3.6582e+00 +1.3329e+00 +3.2299e+00 -1.2293e+00 -3.4921e-01 -1.7037e+00 +1.9971e+00 -2.2401e+00 -3.7046e+00 +8.7262e-01 +6.8136e-01 +4.0548e+00 +1.4679e+00
1338 +1.991687268e+01 +1.991687268e+01 +2.404468727e+02 +2.404468727e+02 +1.2259e+00 -3.8830e+00 +2.4168e+00 +1.6182e+00 +2.8945e+00 -2.6915e+00 -3.0508e+00 +2.7810e+00 +8.3524e-01 +3.4723e+00 -8.3099e-02 +1.4031e+00 -2.3272e+00 +1.0758e+00 -1.5361e+00 -2.8944e+00 -1.5027e+00 -1.9770e-01 +2.9881e+00 +2.2738e+00
2196 +1.353235977e+01 +1.353235977e+01 +2.340623598e+02 +2.340623598e+02 +2.0650e+00 -3.3513e+00 +2.0570e+00 +2.7215e-01 +2.7601e+00 -1.7559e+00 -3.1255e+00 +3.4280e+00 +1.6306e+00 +3.7665e+00 +8.2199e-02 +2.0833e-01 -1.9841e+00 +1.7954e+00 -1.7875e+00 -2.8629e+00 -1.0258e+00 +1.1716e+00 +3.0001e+00 +3.6074e+00
2505 +8.861208831e+00 +8.861208831e+00 +2.293912088e+02 +2.293912088e+02 +2.0278e+00 -3.7452e+00 +1.6691e+00 +6.9532e-01 +2.7906e+00 -2.7515e+00 -3.0641e+00 +3.6361e+00 +8.8940e-01 +2.1697e+00 -1.1583e-01 +3.6115e-01 -3.3530e+00 +1.6330e+00 -2.2770e+00 -3.1551e+00 -5.8150e-01 +7.3760e-01 +2.5198e+00 +2.6079e+00
2823 +6.075510691e+00 +6.075510691e+00 +2.266055107e+02 +2.266055107e+02 +1.9216e+00 -3.8584e+00 +1.2759e+00 +1.8220e-01 +2.5590e+00 -2.9028e+00 -3.1944e+00 +3.5184e+00 +5.9577e-02 +3.0649e+00 -2.8905e-01 +9.6417e-01 -3.6540e+00 +1.8729e+00 -2.5539e+00 -2.9302e+00 -3.5373e-01 +1.3710e+00 +2.4440e+00 +2.7849e+00
3046 +3.722226123e+00 +3.722226123e+00 +2.242522261e+02 +2.242522261e+02 +2.3537e+00 -3.6780e+00 +1.4834e+00 +6.8329e-01 +2.5406e+00 -3.0832e+00 -3.0174e+00 +3.5356e+00 +2.6371e-01 +2.6655e+00 -1.0175e+00 +1.0008e+00 -3.4308e+00 +2.5102e+00 -2.6341e+00 -2.7489e+00 -3.8566e-01 +1.4287e+00 +2.3715e+00 +3.1142e+00
3446 +2.503578171e+00 +2.503578171e+00 +2.230335782e+02 +2.230335782e+02 +2.4051e+00 -3.6799e+00 +1.1837e+00 -3.1942e-01 +2.6577e+00 -3.2279e+00 -3.0570e+00 +3.1552e+00 +3.8324e-01 +2.8680e+00 -1.3927e+00 +1.5864e+00 -2.9932e+00 +2.9515e+00 -2.5336e+00 -2.6016e+00 -3.5454e-01 +1.5938e+00 +2.2986e+00 +3.1036e+00
4007 +1.569438684e+00 +1.569438684e+00 +2.220994387e+02 +2.220994387e+02 +2.6317e+00 -3.6077e+00 +1.3297e+00 +1.4784e-01 +3.6597e+00 -3.1435e+00 -3.2284e+00 +3.0439e+00 +8.4096e-01 +3.1814e+00 -1.5595e+00 +1.8158e+00 -3.5710e+00 +2.6396e+00 -2.5316e+00 -2.6832e+00 -5.9519e-01 +1.5483e+00 +2.3033e+00 +3.2851e+00
4410 +9.651828170e-01 +9.651828170e-01 +2.214951828e+02 +2.214951828e+02 +2.8159e+00 -3.6735e+00 +1.3170e+00 +3.2067e-02 +3.6875e+00 -3.1321e+00 -3.2302e+00 +3.1785e+00 +8.8319e-01 +3.1678e+00 -1.4440e+00 +1.4856e+00 -3.6077e+00 +2.6165e+00 -2.4719e+00 -3.0499e+00 -3.6785e-01 +1.5954e+00 +2.2979e+00 +3.0458e+00
4607 +6.062101023e-01 +6.062101023e-01 +2.211362101e+02 +2.211362101e+02 +2.7951e+00 -3.5885e+00 +1.3815e+00 +6.0068e-02 +3.4020e+00 -2.8930e+00 -3.2154e+00 +3.1221e+00 +8.6430e-01 +3.1339e+00 -1.4175e+00 +1.1410e+00 -3.4534e+00 +3.0270e+00 -2.5304e+00 -2.7989e+00 -3.2677e-01 +1.5475e+00 +2.2983e+00 +2.9258e+00
4805 +3.880461376e-01 +3.880461376e-01 +2.209180461e+02 +2.209180461e+02 +2.7833e+00 -3.6441e+00 +1.1312e+00 +7.9513e-02 +3.4803e+00 -2.8812e+00 -3.1874e+00 +3.1809e+00 +8.5183e-01 +3.1459e+00 -1.4230e+00 +1.1495e+00 -2.9629e+00 +2.8324e+00 -2.5254e+00 -2.8009e+00 -3.7851e-01 +1.5419e+00 +2.2677e+00 +2.9413e+00
% function evaluation | noise-free fitness - Fopt (4.212900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.146031844e+02 +2.146031844e+02 +6.358931844e+02 +6.358931844e+02 +4.2235e+00 -2.2101e+00 -1.6404e+00 -3.6706e+00 -4.4559e+00 +1.1950e+00 +6.0541e-02 +8.5877e-01 -4.8289e+00 -3.8785e-01 +1.4614e+00 +2.5246e+00 -3.0062e+00 +6.9075e-01 +4.4550e+00 +1.9643e+00 +3.2564e-01 +2.9119e+00 +1.7968e+00 -1.6104e+00
30 +1.381048755e+02 +1.381048755e+02 +5.593948755e+02 +5.593948755e+02 -2.1086e+00 +1.6972e+00 -1.3425e+00 -4.1753e+00 +3.5971e-01 +4.9969e+00 +1.5964e+00 -3.9001e-01 -9.0950e-02 -2.8657e+00 -2.2777e+00 +1.1828e+00 +1.1854e+00 +2.8451e+00 -1.5080e+00 +5.2301e-01 -4.2761e+00 -2.9336e+00 -1.1793e+00 +3.2899e+00
209 +7.544163416e+01 +7.544163416e+01 +4.967316342e+02 +4.967316342e+02 -5.0000e+00 +1.1312e+00 +3.2617e+00 -5.0000e+00 +1.5106e+00 +2.0149e+00 -2.5936e-01 +1.2648e+00 +2.5261e+00 -1.9767e+00 -1.1454e+00 -4.6792e+00 -1.9207e+00 +1.0821e+00 +4.6750e+00 +2.3854e+00 +2.5983e+00 +3.6076e+00 +2.7748e+00 +1.7935e+00
447 +6.030633529e+01 +6.030633529e+01 +4.815963353e+02 +4.815963353e+02 +9.6294e-01 +2.2653e+00 +7.5382e-01 -4.8910e+00 -1.3032e+00 +3.0073e+00 +1.1200e+00 +1.0599e+00 +1.7145e+00 +0.0000e+00 +5.8303e-01 -1.8947e+00 -1.4878e+00 -4.0919e-01 -3.1979e-01 +3.1009e+00 -3.2219e+00 +2.4911e+00 +3.2010e+00 +1.2256e+00
642 +3.384780661e+01 +3.384780661e+01 +4.551378066e+02 +4.551378066e+02 -4.8543e-01 +1.6506e+00 +0.0000e+00 -3.0637e+00 -1.1623e-01 +3.1899e+00 +3.8899e-01 +2.6872e-01 +4.9060e-01 -2.6528e+00 +9.4471e-01 -1.3796e+00 -5.5538e-04 -2.6115e+00 +3.4006e+00 +3.2871e+00 +0.0000e+00 +1.2754e+00 +1.8393e+00 +0.0000e+00
1409 +2.094706076e+01 +2.094706076e+01 +4.422370608e+02 +4.422370608e+02 -2.1905e+00 +2.7896e+00 -2.5974e-01 -2.2811e+00 -8.2002e-01 +3.0248e+00 +1.4806e+00 +2.6144e+00 +2.4876e+00 -4.5495e-01 +2.1100e-01 -8.0783e-01 -7.5695e-01 -7.9485e-01 +3.2287e+00 +9.6968e-01 -2.9263e+00 +9.0823e-01 +1.7109e+00 +7.2509e-01
1863 +1.515814116e+01 +1.515814116e+01 +4.364481412e+02 +4.364481412e+02 -3.5315e+00 +3.8015e+00 +1.4090e+00 -2.4376e+00 +2.4023e-01 +1.8270e+00 -6.6917e-02 +4.6478e+00 +2.7908e+00 -9.7903e-01 -5.0850e-01 -2.5535e+00 +5.9305e-04 -9.3343e-01 +2.3032e+00 +2.3603e+00 -2.7325e+00 +1.1781e+00 +2.4825e+00 +1.4457e+00
2550 +9.969432513e+00 +9.969432513e+00 +4.312594325e+02 +4.312594325e+02 -3.6248e+00 +3.1426e+00 +1.4586e+00 -2.9654e+00 -1.7732e+00 +1.6104e+00 +1.2260e-01 +3.1841e+00 +2.0480e+00 -6.4242e-01 -1.4234e-01 -2.5433e+00 -8.9794e-01 -2.0129e+00 +2.7453e+00 +3.6451e+00 -2.9429e+00 +7.9433e-01 +2.3016e+00 +1.0634e+00
3035 +6.108321460e+00 +6.108321460e+00 +4.273983215e+02 +4.273983215e+02 -4.2053e+00 +3.1576e+00 +1.6692e+00 -3.0351e+00 -1.2699e+00 +1.8497e+00 +3.5159e-01 +3.1146e+00 +1.4616e+00 -9.2993e-01 +2.3968e-01 -2.2541e+00 -8.7404e-01 -7.5846e-01 +2.2923e+00 +3.5950e+00 -2.1037e+00 +7.5068e-01 +1.2030e+00 +9.2645e-01
3403 +3.764681317e+00 +3.764681317e+00 +4.250546813e+02 +4.250546813e+02 -3.7082e+00 +3.3152e+00 +5.2884e-01 -3.0721e+00 -6.1775e-01 +2.1753e+00 -8.3255e-01 +2.9676e+00 +1.2800e+00 -1.1537e+00 +5.0964e-01 -2.1922e+00 -9.3014e-01 -1.0684e+00 +3.3242e+00 +2.9174e+00 -1.9397e+00 +1.1521e+00 +1.5794e+00 +1.1412e+00
3650 +2.465524478e+00 +2.465524478e+00 +4.237555245e+02 +4.237555245e+02 -3.8789e+00 +2.7665e+00 +5.4295e-01 -3.2786e+00 -8.2025e-01 +2.3425e+00 +6.4697e-02 +2.8735e+00 +1.2802e+00 -1.3353e+00 +1.6953e-01 -1.7216e+00 -8.5115e-01 -1.5656e+00 +3.8016e+00 +3.9204e+00 -2.3534e+00 +1.0872e+00 +1.5994e+00 +9.8452e-01
3978 +1.525248124e+00 +1.525248124e+00 +4.228152481e+02 +4.228152481e+02 -3.8733e+00 +3.1807e+00 +1.2851e+00 -2.9759e+00 -7.2371e-01 +2.4106e+00 +7.3791e-02 +2.9355e+00 +9.9541e-01 -1.2551e+00 +7.9566e-02 -1.9228e+00 -8.5221e-01 -1.1398e+00 +3.7364e+00 +3.8465e+00 -2.0694e+00 +1.0139e+00 +1.6391e+00 +9.3130e-01
4205 +9.237820107e-01 +9.237820107e-01 +4.222137820e+02 +4.222137820e+02 -3.9706e+00 +3.0423e+00 +9.0108e-01 -3.0380e+00 -6.9115e-01 +2.7313e+00 -3.4183e-02 +2.7927e+00 +1.0514e+00 -1.3862e+00 +1.8386e-01 -1.8554e+00 -7.6760e-01 -1.1374e+00 +3.4570e+00 +3.6215e+00 -1.9665e+00 +9.6256e-01 +1.6331e+00 +9.8680e-01
4412 +5.495595346e-01 +5.495595346e-01 +4.218395595e+02 +4.218395595e+02 -3.9179e+00 +3.3994e+00 +1.1465e+00 -3.0268e+00 -6.3122e-01 +2.8134e+00 -1.9591e-02 +2.9914e+00 +1.5588e+00 -1.3598e+00 +1.9421e-01 -1.5009e+00 -7.3738e-01 -1.1016e+00 +3.3446e+00 +3.7853e+00 -1.9271e+00 +9.6831e-01 +1.7484e+00 +1.0331e+00
4604 +3.559763142e-01 +3.559763142e-01 +4.216459763e+02 +4.216459763e+02 -3.8880e+00 +3.1540e+00 +1.2675e+00 -3.0018e+00 -7.0886e-01 +3.0737e+00 +8.5711e-02 +2.9571e+00 +1.3272e+00 -2.0224e+00 +2.8480e-01 -1.6664e+00 -7.7333e-01 -1.1720e+00 +3.4681e+00 +3.6131e+00 -2.0095e+00 +9.6321e-01 +1.6367e+00 +9.4603e-01
% function evaluation | noise-free fitness - Fopt (-7.900000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.886772947e+02 +1.886772947e+02 +1.096772947e+02 +1.096772947e+02 -2.8971e+00 +3.4162e+00 +1.8454e+00 +6.5704e-01 -2.3658e+00 +4.8718e+00 -8.5574e-01 +4.0716e+00 +3.3501e-01 -1.2788e+00 +6.4584e-01 +2.5644e+00 -4.3932e+00 +1.1850e+00 +2.5184e+00 +2.1910e+00 -2.8534e+00 -3.3348e+00 -3.2897e+00 +4.3554e-01
7 +1.455798983e+02 +1.455798983e+02 +6.657989834e+01 +6.657989834e+01 -2.7049e+00 +7.4006e-01 -2.7653e+00 +8.1415e-01 -4.1840e+00 -3.9730e+00 +9.7015e-01 -2.7128e+00 +1.7195e+00 -1.9013e+00 -4.2801e+00 +1.7465e+00 +3.2538e+00 +2.3641e-01 +1.3647e+00 -3.4501e+00 -4.4076e+00 -1.9733e+00 +1.5307e+00 -1.9125e-01
102 +9.563143366e+01 +9.563143366e+01 +1.663143366e+01 +1.663143366e+01 -2.5339e+00 -2.1105e+00 +3.9221e-01 -9.3846e-01 -3.3849e+00 +2.6444e+00 -3.1001e+00 -1.4722e+00 -3.3409e+00 -3.2405e+00 -2.6580e+00 +3.1239e+00 -3.3551e+00 -3.9394e+00 -5.4636e-01 -3.0400e-01 +8.7245e-01 +9.2970e-01 +2.7177e+00 +1.9417e+00
245 +5.226656643e+01 +5.226656643e+01 -2.673343357e+01 -2.673343357e+01 +1.0414e+00 +1.1719e-01 +1.7142e-02 +1.2242e+00 -2.1467e+00 +3.6393e-01 -3.2164e+00 +3.1052e+00 -1.2289e+00 -1.1528e+00 -3.6549e+00 +8.2081e-01 +1.5443e-01 -5.0000e+00 -5.0000e+00 -1.8164e+00 +1.8005e+00 +6.5423e-01 +7.4627e-01 +2.0410e+00
497 +3.800609388e+01 +3.800609388e+01 -4.099390612e+01 -4.099390612e+01 -5.0000e+00 +4.6761e-01 -2.0864e-01 -2.8414e-01 -7.4811e-01 +1.2916e-01 -3.1498e+00 -1.0540e+00 +0.0000e+00 +0.0000e+00 -2.2170e+00 +1.6418e+00 +3.5761e-03 -4.1010e+00 -3.8889e+00 -1.6568e+00 +7.8138e-01 +1.3961e+00 -1.6095e+00 +3.0549e+00
1114 +2.242785543e+01 +2.242785543e+01 -5.657214457e+01 -5.657214457e+01 -3.1870e+00 +8.9617e-01 +2.0401e+00 -9.3161e-02 -3.3526e+00 -7.5576e-01 -5.8249e-01 +1.0811e+00 +1.7232e-02 -9.6169e-01 -2.1161e+00 +1.2425e+00 +1.7347e+00 -2.8573e+00 -3.4997e+00 -1.9721e+00 +1.2167e+00 -2.6407e-01 -1.1851e+00 +4.1869e+00
